1, 22, 42, Europe, February, 16, 1995, 40
5, 22, 42, Europe, February, 16, 1995, 35
5, 22, 42, Europe, February, 16, 1995, 35
5, 22, 42, Europe, February, 16, 1995, 35
5, 22, 42, Europe, February, 16, 1995, 35
5, 22, 42, Europe, February, 16, 1995, 35
5, 22, 42, Europe, February, 16, 1995, 35
4, 12, 34, Africa, December, 31, 1999, 95
5, 22, 42, Europe, February, 16, 1995, 35
5, 22, 42, Europe, February, 16, 1995, 35
5, 22, 42, Europe, February, 16, 1995, 35
5, 22, 42, Europe, February, 16, 1995, 35
5, 22, 42, Europe, February, 16, 1995, 35
5, 22, 42, Europe, February, 16, 1995, 35
5, 22, 42, Europe, February, 16, 1995, 35
5, 22, 42, Europe, February, 16, 1995, 35
5, 22, 42, Europe, February, 16, 1995, 35
5, 22, 42, Europe, February, 16, 1995, 35
5, 22, 42, Europe, February, 16, 1995, 35
5, 22, 42, Europe, February, 16, 1995, 35
5, 22, 42, Europe, February, 16, 1995, 35
5, 22, 42, Europe, February, 16, 1995, 35
5, 22, 42, Europe, February, 16, 1995, 35
5, 22, 42, Europe, February, 16, 1995, 35
5, 22, 42, Europe, February, 16, 1995, 35
5, 22, 42, Europe, February, 16, 1995, 35
5, 22, 42, Europe, February, 16, 1995, 35
5, 22, 42, Europe, February, 16, 1995, 35
5, 22, 42, Europe, February, 16, 1995, 35
5, 22, 42, Europe, February, 16, 1995, 35
5, 22, 42, Europe, February, 16, 1995, 35
5, 22, 42, Europe, February, 16, 1995, 35
5, 22, 42, Europe, February, 16, 1995, 35
5, 22, 42, Europe, February, 16, 1995, 35
5, 22, 42, Europe, February, 16, 1995, 35
5, 22, 42, Europe, February, 16, 1995, 35
5, 22, 42, Europe, February, 16, 1995, 35
5, 22, 42, Europe, February, 16, 1995, 35
5, 22, 42, Europe, February, 16, 1995, 35
5, 22, 42, Europe, February, 16, 1995, 35
5, 22, 42, Europe, February, 16, 1995, 35
5, 22, 42, Europe, February, 16, 1995, 35
5, 22, 42, Europe, February, 16, 1995, 35
5, 22, 42, Europe, February, 16, 1995, 35
5, 22, 42, Europe, February, 16, 1995, 35
5, 22, 42, Europe, February, 16, 1995, 35
5, 22, 42, Europe, February, 16, 1995, 35
5, 22, 42, Europe, February, 16, 1995, 35
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, Europe, February, 16, 2004, 43
5, 22, 42, South America, February, 16, 2001, 65
